"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"258","0 Muthithi Rd","328","Sigona Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",1581,1127,2216
"258","0 Muthithi Rd","329","1800 Mpaka Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",282,120,662
"258","0 Muthithi Rd","330","Kanyariri-Gitaru Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1546,1028,2323
"258","0 Muthithi Rd","331","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",3396,2357,4892
"258","0 Muthithi Rd","332","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2188,1470,3254
"258","0 Muthithi Rd","333","Nyasa Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1391,801,2413
"258","0 Muthithi Rd","334","Southern Bypass","1/10/2017 - 1/12/2017, Every day, Daily Average",1731,943,3176
"258","0 Muthithi Rd","335","Meru - Nairobi Hwy","1/10/2017 - 1/12/2017, Every day, Daily Average",1924,1362,2717
"258","0 Muthithi Rd","336","0 Mbagathi Ridge","1/10/2017 - 1/12/2017, Every day, Daily Average",2923,1937,4409
"258","0 Muthithi Rd","338","Gatundu-Juja Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2176,1582,2992
"258","0 Muthithi Rd","339","Kinanda Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1668,1218,2282
"258","0 Muthithi Rd","340","Meru - Nairobi Hwy","1/10/2017 - 1/12/2017, Every day, Daily Average",1625,1098,2403
"258","0 Muthithi Rd","341","Hillcrest Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",2927,1807,4739
"258","0 Muthithi Rd","343","Karura Munyaka Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2902,2110,3990
"258","0 Muthithi Rd","344","Kibiku Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2678,1591,4506
"258","0 Muthithi Rd","345","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2958,2015,4341
"258","0 Muthithi Rd","346","Kikuyu - Nderi Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1771,1201,2610
"258","0 Muthithi Rd","347","Ghana Cl","1/10/2017 - 1/12/2017, Every day, Daily Average",1418,931,2158
"258","0 Muthithi Rd","348","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2521,1939,3276
"258","0 Muthithi Rd","349","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2257,1616,3151
"258","0 Muthithi Rd","350","Eldoret-Malaba Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2153,1292,3586
"258","0 Muthithi Rd","351","Airport N Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1582,849,2946
"258","0 Muthithi Rd","352","Ngong View Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2680,2138,3357
"258","0 Muthithi Rd","353","Gitaru Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2166,1479,3171
"258","0 Muthithi Rd","354","Kahawa Flyover","1/10/2017 - 1/12/2017, Every day, Daily Average",1347,863,2100
"258","0 Muthithi Rd","355","Kapenguria","1/10/2017 - 1/12/2017, Every day, Daily Average",1392,1003,1931
"258","0 Muthithi Rd","357","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",3180,2146,4711
