"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"192","Cargen House","220","Dagoretti Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",3058,2108,4436
"192","Cargen House","221","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",3021,2190,4165
"192","Cargen House","222","Kikuyu Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",3090,1972,4841
"192","Cargen House","224","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1835,1099,3063
"192","Cargen House","225","Woodvalle Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",1201,739,1949
"192","Cargen House","227","A2","1/10/2017 - 1/12/2017, Every day, Daily Average",2228,1574,3152
"192","Cargen House","228","Eastern Bypass","1/10/2017 - 1/12/2017, Every day, Daily Average",2426,1525,3856
"192","Cargen House","229","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",993,527,1869
"192","Cargen House","230","Southern Bypass","1/10/2017 - 1/12/2017, Every day, Daily Average",2935,1871,4602
"192","Cargen House","231","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1888,1016,3508
"192","Cargen House","232","Imani Project","1/10/2017 - 1/12/2017, Every day, Daily Average",1830,1149,2912
"192","Cargen House","233","Kerarapon Drive","1/10/2017 - 1/12/2017, Every day, Daily Average",2587,1727,3874
"192","Cargen House","234","Lower Kabete","1/10/2017 - 1/12/2017, Every day, Daily Average",1871,1343,2605
"192","Cargen House","235","A2","1/10/2017 - 1/12/2017, Every day, Daily Average",2247,1612,3131
"192","Cargen House","237","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1864,1232,2819
"192","Cargen House","238","School Road","1/10/2017 - 1/12/2017, Every day, Daily Average",3507,2121,5796
"192","Cargen House","239","Northern Bypass Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1854,1211,2837
"192","Cargen House","240","Karen Ln","1/10/2017 - 1/12/2017, Every day, Daily Average",2496,1686,3693
"192","Cargen House","241","Riara Prestige Apartments","1/10/2017 - 1/12/2017, Every day, Daily Average",1540,964,2458
"192","Cargen House","242","200 Kyuna Cres","1/10/2017 - 1/12/2017, Every day, Daily Average",1006,586,1724
"192","Cargen House","243","E Africa Motorsports Tracks","1/10/2017 - 1/12/2017, Every day, Daily Average",1939,1174,3202
"192","Cargen House","244","Wangapala Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",931,560,1546
"192","Cargen House","245","Ole Shapara Ave","1/10/2017 - 1/12/2017, Every day, Daily Average",943,483,1839
"192","Cargen House","246","Mombasa Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1290,737,2255
"192","Cargen House","247","Kabiria Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2177,1477,3208
"192","Cargen House","248","Pilipili Way","1/10/2017 - 1/12/2017, Every day, Daily Average",856,480,1525
"192","Cargen House","249","Mombasa Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2254,1529,3321
"192","Cargen House","251","Limuru Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2113,1469,3038
"192","Cargen House","252","Ol Leleshwa Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1755,1078,2855
"192","Cargen House","253","Meru - Nairobi Hwy","1/10/2017 - 1/12/2017, Every day, Daily Average",2484,1864,3309
"192","Cargen House","254","Banjui House","1/10/2017 - 1/12/2017, Every day, Daily Average",2170,1391,3383
"192","Cargen House","255","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2625,1990,3461
"192","Cargen House","256","Meru - Nairobi Hwy","1/10/2017 - 1/12/2017, Every day, Daily Average",538,284,1018
"192","Cargen House","257","Mukunga","1/10/2017 - 1/12/2017, Every day, Daily Average",693,360,1333
"192","Cargen House","258","0 Muthithi Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",446,178,1117
"192","Cargen House","259","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",3039,1591,5804
"192","Cargen House","262","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2511,1705,3695
"192","Cargen House","263","Nairobi - Namanga","1/10/2017 - 1/12/2017, Every day, Daily Average",2388,1611,3537
"192","Cargen House","264","Gigiri Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1194,779,1829
"192","Cargen House","266","Kandara Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",998,576,1726
"192","Cargen House","268","Church Road","1/10/2017 - 1/12/2017, Every day, Daily Average",3248,2047,5151
"192","Cargen House","269","Magadi Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2050,1316,3191
"192","Cargen House","271","GTZ Processional Way","1/10/2017 - 1/12/2017, Every day, Daily Average",351,102,1203
"192","Cargen House","272","Miotoni Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2298,1456,3624
"192","Cargen House","273","Thigiri Cl","1/10/2017 - 1/12/2017, Every day, Daily Average",1492,917,2427
"192","Cargen House","275","Kikenni Ln","1/10/2017 - 1/12/2017, Every day, Daily Average",2315,1559,3436
"192","Cargen House","276","Garden Estate Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",978,586,1629
"192","Cargen House","277","Johari Ave","1/10/2017 - 1/12/2017, Every day, Daily Average",2095,1305,3360
"192","Cargen House","278","Farasi Lane","1/10/2017 - 1/12/2017, Every day, Daily Average",1469,971,2221
"192","Cargen House","279","Ngong Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1708,1059,2752
"192","Cargen House","280","Ronix Gas Supplies","1/10/2017 - 1/12/2017, Every day, Daily Average",1797,1096,2944
"192","Cargen House","281","Gatundu Cres","1/10/2017 - 1/12/2017, Every day, Daily Average",1223,736,2031
"192","Cargen House","282","0 Muthaiga Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",804,465,1387
"192","Cargen House","283","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2765,1660,4605
"192","Cargen House","284","Foot Path","1/10/2017 - 1/12/2017, Every day, Daily Average",1897,1087,3310
"192","Cargen House","285","Garissa Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2975,2267,3902
"192","Cargen House","286","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2663,1878,3774
"192","Cargen House","287","City Clock","1/10/2017 - 1/12/2017, Every day, Daily Average",724,357,1466
"192","Cargen House","288","Old Mombasa Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1394,808,2403
