"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"271","Kisii University College, monrovia ambank, Nairobi","358","Baba Dogo Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1578,1022,2436
"271","Kisii University College, monrovia ambank, Nairobi","359","Masai W Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2616,1685,4060
"271","Kisii University College, monrovia ambank, Nairobi","360","Mbagathi Ridge","1/10/2017 - 1/12/2017, Every day, Daily Average",2657,1777,3971
"271","Kisii University College, monrovia ambank, Nairobi","362","Enterprise Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1040,562,1921
"271","Kisii University College, monrovia ambank, Nairobi","363","Kahawa Sukari Ave","1/10/2017 - 1/12/2017, Every day, Daily Average",1972,1311,2966
"271","Kisii University College, monrovia ambank, Nairobi","364","Mombasa Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2643,1814,3850
"271","Kisii University College, monrovia ambank, Nairobi","366","Red Hill Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1644,1129,2392
"271","Kisii University College, monrovia ambank, Nairobi","367","Mombasa Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1700,1024,2821
"271","Kisii University College, monrovia ambank, Nairobi","368","Tara Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1007,613,1651
"271","Kisii University College, monrovia ambank, Nairobi","369","Green Ln","1/10/2017 - 1/12/2017, Every day, Daily Average",2367,1623,3451
"271","Kisii University College, monrovia ambank, Nairobi","370","Emmaus Street,","1/10/2017 - 1/12/2017, Every day, Daily Average",2516,1611,3928
"271","Kisii University College, monrovia ambank, Nairobi","371","Racing Circuit","1/10/2017 - 1/12/2017, Every day, Daily Average",1084,584,2011
"271","Kisii University College, monrovia ambank, Nairobi","372","Musa Gitau Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",924,532,1604
"271","Kisii University College, monrovia ambank, Nairobi","374","Namanga Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2746,1900,3967
"271","Kisii University College, monrovia ambank, Nairobi","376","Gathuru Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1633,1055,2527
"271","Kisii University College, monrovia ambank, Nairobi","377","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2216,1421,3454
"271","Kisii University College, monrovia ambank, Nairobi","378","Aerodrome Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",489,220,1082
"271","Kisii University College, monrovia ambank, Nairobi","379","Kamukunji Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1068,536,2125
"271","Kisii University College, monrovia ambank, Nairobi","380","Mombasa Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1610,969,2673
"271","Kisii University College, monrovia ambank, Nairobi","381","Eldoret-Malaba Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2017,1478,2751
"271","Kisii University College, monrovia ambank, Nairobi","383","Muungano House","1/10/2017 - 1/12/2017, Every day, Daily Average",331,147,742
"271","Kisii University College, monrovia ambank, Nairobi","385","Laxmi Estate","1/10/2017 - 1/12/2017, Every day, Daily Average",1359,859,2149
"271","Kisii University College, monrovia ambank, Nairobi","386","Ablution Block","1/10/2017 - 1/12/2017, Every day, Daily Average",689,339,1397
"271","Kisii University College, monrovia ambank, Nairobi","387","3rd Sunrise Ave","1/10/2017 - 1/12/2017, Every day, Daily Average",2435,1573,3768
"271","Kisii University College, monrovia ambank, Nairobi","388","0 Moi Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",2083,1270,3416
"271","Kisii University College, monrovia ambank, Nairobi","389","Limuru Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2729,2030,3667
"271","Kisii University College, monrovia ambank, Nairobi","390","100-188 Thego Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1122,651,1933
"271","Kisii University College, monrovia ambank, Nairobi","391","Meru - Nairobi Hwy","1/10/2017 - 1/12/2017, Every day, Daily Average",2137,1413,3230
"271","Kisii University College, monrovia ambank, Nairobi","392","Coffee Garden Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",940,552,1600
"271","Kisii University College, monrovia ambank, Nairobi","394","Limuru Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2440,1697,3508
"271","Kisii University College, monrovia ambank, Nairobi","395","EPZ Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2925,2223,3848
"271","Kisii University College, monrovia ambank, Nairobi","396","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2165,1297,3612
"271","Kisii University College, monrovia ambank, Nairobi","397","Mahavir Court","1/10/2017 - 1/12/2017, Every day, Daily Average",635,341,1179
"271","Kisii University College, monrovia ambank, Nairobi","398","Kihara- Gacii- Karura Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1924,1410,2624
"271","Kisii University College, monrovia ambank, Nairobi","399","Eastern Bypass","1/10/2017 - 1/12/2017, Every day, Daily Average",2587,1619,4132
"271","Kisii University College, monrovia ambank, Nairobi","400","Outer Ring Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",931,539,1606
